id,listing_id,date,reviewer_id,comments
39234816,7327623,7/21/2015,38382309,"Jennifer is a great host, took me after a couple of minutes for a ride around the University District. The place is very calm and close to Seattle Downtown, which you can reach in 25 minutes through the Gilman-Burke trail by bike. I felt home and i could enjoy my privacy as some very good conversations as well. I was the first guest, and i could only recommend it to anyone."
40010110,7327623,7/27/2015,24247616,"Airbnb is such a genius idea. I've had yet another amazing experience. Jennifer is such a caring and thoughtful host in addition to being a talented creative/designer.  I got in later than expected my first night and she never made me feel as if I was imposing. She had numerous treats for me waiting and was always responsive/proactive for any questions/directions etc.  Her space is even larger and more cozy than I expected. Huge bathroom, skylight, peaceful, quiet. She's done a perfect renovation leaving no stone unturned in my opinion.  The tree-lined neighborhood is quiet, convenient to all of Seattle, close to bike trails, shopping, and also easy access to Bellevue/Kirkland.  Parking was easy and the whole experience was awesome.  I only wish I had had more time here. Although I did have time for a late night walk to Metropolitan Market for their famous chocolate chip cookie! ll be keeping in touch with Jennifer and would highly recommend staying here for the beautiful space and the good energy she brings to the experience. Thanks so much Jennifer!"
40519429,7327623,7/31/2015,33872018,"Jennifer's loft was AMAZING! It was decorated beautifully, bright & light, and comfortable! There was an Apple TV I made good use of, a useful assortment of dishes, a coffee maker, and snacks, and the bathroom was large and updated! The neighborhood was beautiful, safe, and there was a lovely grocery store within walking distance. I'd honestly love to come back to stay here! :)"
41652961,7327623,8/8/2015,8618935,"We loved the space and the host!  The rooms felt airy, and Jennifer was very attentive to our comfort. Despite record high Temps in Seattle, good cross ventilation kept the space very comfortable, and Jennifer even offered to get a window a/c unit (not needed). The bed was very comfortable, and our private entrance was very convenient.   We highly recommend this booking!"
43408648,7327623,8/19/2015,16067775,"Jennifer's place was amazing. Our loft was clean and elegant. I would highly recommend this place, and I will stay here again if I am in Seattle. Also, the University District was great. There was a great market about three blocks from her house, as well as a great running trail. "
44206384,7327623,8/24/2015,39828047,"Jennifer's loft was adorable and perfect for our stay in Seattle. Despite our late arrival Thursday night, Jennifer was very nice and welcoming. We felt very comfortable during our stay and it was very convenient to be so close to the University Center. The neighborhood was beautiful and safe. We highly recommend Jennifer's loft for future bookings."
44790943,7327623,8/29/2015,13099539,"Lovely house in a very nice neighborhood. Friendly host who is super helpful. Only potential drawback would be lack of public transportation to/from this area, so you'll need to walk a bit, but would definitely stay again."
45489048,7327623,9/3/2015,40158289,"Nice rental. It takes less than 15 minutes to get into town by car from Jennifer's place. Quiet neighborhood. Nicely decorated and also had some welcoming supplies which were useful. Convenient access to the entrance in the rear.
Jennifer was friendly and helpful and we enjoyed our stay while in Seattle. Thankyou Jennifer."
46160250,7327623,9/8/2015,748405,Lovely place; nice quiet area and no problem parking right outside.  Jennifer made us feel very welcome; would stay again!
46609947,7327623,9/12/2015,43999,We had a wonderful time. Jennifer's place is beautiful. Her touch shows everywhere and It's in a lovely neighborhood.
47726774,7327623,9/21/2015,20439635,"The loft was just as pictured and had all the essentials. So close to the burke bike path, metropolitan market and pair the local French restaurant. Jennifer was an excellent, very attentive hostess. She takes a lot of pride in her property and it shows! I would highly recommend the loft to others due to quality of host, location and loft itself. "
48935170,7327623,9/29/2015,43902823,We had a great tine.  This place was very clean and nice.  Jennifer was available when we arrived and had everything available for us.
49803018,7327623,10/6/2015,687888,"Jennifer was fantastic. The location was just perfect for the wedding we were attending. Jennifer was pleasantly sociable and helpful. We didn't need much help as we lived in Seattle for many years, but she was still there for us. The space was fantastic and we would return again happily. "
50545851,7327623,10/12/2015,21504625,"Jennifer was very responsive and nice, and did a great job decorating the place. It was clean and charming, and she stocked the kitchen with some essentials for breakfast, which was thoughtful. The place was near a great grocery store called Metropolitan Market. Although it's not in a high foot traffic area, I was able to use Uber to get around easily. The bed was extremely comfortable. It's a great place to stay!"
55128910,7327623,11/28/2015,18218325,"Jennifer made every effort to make the suite a home away from home. She stocked it with cookies and good ground coffee (it's Seattle after all). Her taste is obvious from the pictures posted but it's actually better. The bed was comfortable. The heating system permits zone differences, so we could go from a cool bedroom to a warm bathroom. Very nice. The neighborhood is very quiet with pretty good parking. It's close to the University, which is nice, even if you have no connection to it. We will be back."
55577080,7327623,12/2/2015,17108989,"Words can never be enough to express the joy I felt in Jennifer's home. She has created a sanctuary that is heavenly, beauty in the wonder of all the things and mystery in the stillness of quietude. It is as if, you are stepping in the story of Alice in Wonderland, behind the small door complete enchantment. Jennifer is warm and inviting, I'm honored to call a friend."
55960749,7327623,12/7/2015,12086691,"Staying here was an incredible experience! The design of the place was exceptional; I kept taking pictures and sending them to my friends to make them jealous. It was very close to the Children’s Hospital, which was perfect for me because I was in Seattle for an interview. The bed was very comfortable and the place was super quiet, so I got great sleep. I used the AppleTV a lot, which was fun. It was very clean, and although the kitchen was small, it had everything I needed. There were lots of cute touches, like the basket of clementine’s in the reading room. I love it! The only thing I should let people know, and I know lots of people have already said this in their reviews and Jennifer reminds you when you get there, is that you have to be careful to not hit your head when you enter and leave. Same thing goes in the reading room. Just watch what you’re doing, and you’ll be fine! I would give this place 6 stars if I could. I had such a wonderful stay."
56896607,7327623,12/19/2015,6933505,"The space and Jennifer were both absolutely  amazing! 

The space was incredibly neat, well designed and smelled of fresh linens. Jean was a great host and checked in often. Did everything (including having cookies ready for me when I arrived) I could've asked for! 

And I also rented it super last minute... A few hours before I checked in... So she helped me out big time! 

Great time. Great stay. Great people. "
57179186,7327623,12/22/2015,51450038,The space was clean and beautiful and Jennifer was a total sweetheart. Walking distance to a delicious market. We'd highly recommend staying here.
57538392,7327623,12/27/2015,10317572,Jennifer was great and her place was awesome. Very well furnished and stocked. Great coffee machine. Very cozy and super warm even in December
58078548,7327623,12/31/2015,51642596,Jennifer was a lovely host! Great hospitality and made me felt welcome! Lovely place and felt so comfortable!
4913288,1205666,6/1/2013,4601841,"My dog and I had a great first experience with airbnb at Sean and his family's house. They were welcoming, friendly and even offered to look after my dog if I wanted to go out for dinner! The room was very clean and the bathroom spotless.  The bed is one where you won't want to get out of in the morning! They're just across the street from a lovely park where you can enjoy a leisurely walk and take in the tranquility, by the water. All in all, a wonderful stay and I highly recommend it.  "
4976261,1205666,6/4/2013,6645884,"Sean was a very friendly and helpful host, always happy to give me directions which is good because I tend to get lost frequently. The room was very nice and clean and the neighborhood couldn't have been more perfect for a trip to Seattle as it was easy to get most anywhere and across from a very nice park."
5016347,1205666,6/7/2013,6724245,"Staying in West Seattle at Sean's place was great. The house is beautiful and located across from an amazing park which takes you through a forest to the waterfront. Sean and his wife are wonderful, accommodating hosts and very fun people. They know Seattle well and were a perfect introduction to the city. I hope to meet up with them again and would definitely recommend staying with them. "
5069211,1205666,6/10/2013,6215749,Wonderful hosts. Great location near a park along  Puget Sound. Convenient public transportation. 
5192679,1205666,6/17/2013,6576643,"I love staying in Sean and Karla's home, they are very nice and warm to me. The room is super quiet, clean, and the bed is very comfortable. I will recommend all my friends to live in their home when they come to Seattle. "
5445539,1205666,6/30/2013,994334,"I arrived in Seattle on a late afternoon somewhat unexpectedly and contacted Sean from the airport. Within 30 minutes I arrived at the place and met Karla and saw the room. I was really impressed with how spotless clean the place is! I don't think there was a speck of dirt or dust anywhere. I didn't spend a lot of time in the house other than to sleep, but it was a very comfortable and spacious room. Everything from the house to the bed to even the towels looked almost new! The house is also right next to the ferry for Vashon Island and Southworth, so great place to explore that side of the Seattle area. Very highly recommended. "
5470928,1205666,7/1/2013,1726057,"We had a great time staying with Sean.  Carla and Seamus were away.  The house was in a part of Seattle I hadn't been in and reminded me so much of Portland.  The park and ferry were literally across the street, which allowed for walking after dinner.  Sean was polite, congenial, and a fount of information.  We slept well.  And on Sean's advice we ate quite well too.  Had the best cup of coffee from their kitchen.  We will be back."
5520078,1205666,7/3/2013,7189238,Sean and his family were extremely welcoming and an ideal bnb experience. They are very courteous and earnest about providing a positive stay for their guests.
5537178,1205666,7/4/2013,182318,"Sean and Karla were attentive, wonderful hosts! A beautiful, immaculate, and comfortable home and quite possibly the most comfortable bed in the world. Highly recommend! "
5724570,1205666,7/13/2013,7275441,I had a perfect stay. The private bedroom and bathroom are large and modern. Sean and his family were very friendly. I definitely recommend this airbnb host.
5760770,1205666,7/15/2013,6983473,"I had a wonderful first-time Airbnb experience at Sean's wonderfully appointed and comfortable home in a beautiful part of the city - it was perfectly located for my weekend of activities.  He and his family made me feel like family, and the accommodations were superb!  Highly recommended! "
5878233,1205666,7/20/2013,5242086,"This was possibly  the best airbnb we have stayed at during our four month vacation through Europe and the USA! The house was in a safe, perfect location and was impeccably clean. Karla managed to get our room ready early by ten am which was amazing. They made us feel very much at home and it was just a great place to stay. I highly recommend a stay here if you enjoy a friendly family with a beautiful home. We would love to stay here again when we visit seattle in the future!"
5898976,1205666,7/21/2013,6061776,This is a beautiful home near an amazing park full of old trees and a trail to the beach.  We were warmly welcomed and enjoyed our stay.  Thanks!
5920739,1205666,7/22/2013,2854418,"Immaculate home, generous hosts, and everything you need!  I have never stayed in a cleaner home (including mine!). We ended up coming in a day early, and although they were full, they made us up a room in the den. It was perfect. Thank you for everything!!"
5958808,1205666,7/23/2013,7550503,Beautiful home. In a great location. Very friendly hosts. Look forward to actually staying a night next time.
6010532,1205666,7/26/2013,3295530,"A beautiful home in a wonderful area of the City with Lincoln park only one block away.   Bus stop is very close and has a direct bus to downtown Seattle.  The private bedroom is large and has a very comfortable bed.  The private bathroom has two sinks, lots of counter space and a great bathtub/shower.  The entire home is very neat and clean.  Sean and Karla were such enjoyable hosts and went above and beyond to make our stay special.  They have great recommendations for local restaurants.   I hope to stay here again!     "
6055246,1205666,7/28/2013,921148,"If you have never stayed at an airbnb this place sets the bar extremely high. Sean is great,Seamus his son is over the top cute and the house is lovely.  We didn't get to meet Karla she was at work. The house is conveniently  located near the airport right near the water in a cute area. Really great space! The room itself is like staying in a hotel suite. Also very thoughtful amenities are provided
as well as breakfast. Way ,way beyond my expectations. Great watching Sean interact with Seamus too. I have already recommended it to friends."
6343718,1205666,8/9/2013,5654188,We really enjoyed getting to know Sean and his family and staying in their beautiful home.  Everything was clean and comfortable.  Our stay was very pleasant and we hope to visit again.
6375641,1205666,8/10/2013,814023,"Great location and great hosts.  Having public transportation and Lincoln Park so close was ideal.  I had a great stay in Seattlle alot of that had to do with this great house I stayed at.  Thanks
"
7014420,1205666,9/3/2013,2523960,"I highly recommend Sean's and Carla's place  in western Seattle to anyone who would like to stay in a quiet neighborhood near the nature (and yet connected by public transport). During my short stay at their home, Sean and Carla were extremely friendly hosts, they helped me with everything I needed to know about nearby restaurants and shopping centres, and they even drove me to the airport! Their house is gorgeous and very clean, the room I stayed in was spacious and beautiful. I would love to stay with Carla and Sean again, should I come back to Seattle."
7085537,1205666,9/5/2013,5500014,"My fiancee' and I stayed at Sean's house and we had a great time! The house was very well put together, and our room was just what we needed. It was also close to the beach, which was where we spent our day before our visit, which worked out perfectly. I would definitely stay here again if we ever make another trip out to the Seattle area!!! Thanks for the hospitality Mr. and Mrs. Lawson!!!!"
7308231,1205666,9/15/2013,367527,"Karla, Sean & Seamus were such AMAZING people to be around! Even though we were out often we always found some time to catch up and exchange stories. This family was kind enough to not only accept us into their home but happily accepted our feline family member too which was a huge relief for us. They took such great care of all of us! We even had a few chances to share a meal and some wonderful heartfelt conversations. Accommodating is an understatement, you will not be disappointed! The location is absolutely fantastic too! Practically right in front of the beautiful Lincoln Park and a stones throw away from the bus stop and ferries. 

It was hard to say good-bye but now we now know exactly where to send friends and family anytime they're in the area. 

Thank you so much for everything!"
7331200,1205666,9/16/2013,5185825,"We had a wonderful stay with Sean, Carla and Seamus. The home is beautiful and they were perfect hosts. I appreciated  the little details like, Sean contacting me by text to let me know that even though the room was not ready, we could drop our luggage in advance. We felt so comfortable in the morning sitting around the breakfast table with the other guests and having a continental breakfast. We were given great tips and directions and felt like we made new friends. I would not hesitate to recommend staying with this wonderful host. "
7382173,1205666,9/17/2013,255350,"Staying with Sean, Karla and Seamus is a great experience. My daughter and I were there for one night, following a visit by my husband and I last July. We had a good night's sleep, friendly conversation and a great neighbourhood. We look forward to returning."
7558464,1205666,9/24/2013,8428516,We had a wonderful weekend stay here. Sean and his family were very welcoming and friendly. I would definitely recommend this spot for anyone wishing to experience a home away from home in Seattle!
7657588,1205666,9/28/2013,8559198,"We stayed for a night and it was wonderful, the bedroom is big and very clean with a private bathroom.

Sean is very nice and friendly. We really enjoyed it and we definitely recommend this place."
7775327,1205666,10/2/2013,8537476,"We stayed 3 nights with Sean, Karla and Seamus.  Their home is lovely, warm and inviting. They were wonderful hosts and we will definitely use them next year when we return to the area.  This was our first experience with Airbnb and we will use them again for sure. Iva and Richard"
8488075,1205666,11/2/2013,9427025,"We stayed with Sean, Karla and their son, Seamus.
They were very accommodating, hospitable, and friendly.
Their house is immaculate and welcoming.
In the future we hope to stay with Sean and his family again.
"
9302714,1205666,12/19/2013,10113864,"We loved staying here! It is a beautiful home, great neighborhood, very comfortable bed and very clean.  The hosts were equally amazing. Highly recommend it to anyone. "
10042198,1205666,1/27/2014,3034875,"What a wonderful stay! Sean and his wife were easy to communicate with to set up the reservation and lovely to meet, their son is the sweetest too!. Their home is so welcoming, a perfect home away from home. The bedroom is cozy and quiet and the bed is so comfortable! "
10250676,1205666,2/9/2014,5654188,It was wonderful to see Sean and Karla again. Their home is so beautiful and comfortable.  They are very friendly and welcoming. I enjoyed getting to know them better.
10753026,1205666,3/5/2014,12652302,"What a wonderful experience. Such friendliness. I felt perfectly welcomed in every regard. Communication was clear and timely. The home was full of light, spacious, and spotless. The room was deliciously quiet and the bed a true comfort. Walking in Lincoln Park across the way is not to be missed. "
11255158,1205666,3/26/2014,10156843,"My friend and I booked Sean's room for four nights of our spring break vacation. Sean greeted us when we arrived and showed us around the clean, spacious and bright room we'd be staying in. The bed was very comfy, the bathroom was super clean and overall it was a wonderful place to stay. I would highly recommend Sean's place and I would definitely stay there again.... Seamus, Karla, and Sean thank you.. Tariq & Amer"
11293305,1205666,3/28/2014,13415904,Sean's house is absolutely the highlight of my travel in seattle. The room is very clean and comfortable. It is easy to take public transportation. I will definitely stay here when i visit Seattle next time and recommend the place to my friend!
13709450,1205666,6/2/2014,488890,"Sean's place is great, I hope I get a chance to visit again when I have more time to hang out and enjoy this beautiful local. Between Sean's friendly, relaxed demeanor and the quality of the accommodations this was a a sweet spot to land for the night."
13808015,1205666,6/4/2014,16224596,We had an incredible time staying here. Sean and his family were great and super welcoming. We were comfortable and slept well. Gorgeous place in a wonderful area. Would definitely stay here again. 
13928895,1205666,6/8/2014,15840860,"Staying with Sean, Karla and Seamus was the best! This was my first booking on airbnb, and wow, what a great start. They were very accommodating and we had no problems. They were very hospitable and recommended great places to go around the area. Even their shampoo/conditioner, body wash and towels are nice. Their home is absolutely beautiful. It's just like the pictures, if not better. The neighborhood is very safe and right across from the park. It was so nice to be able to walk down to the beach and enjoy the view. This specific room that we stayed in was in the back of the house and very quiet. There was demolition/construction going on across the street, and I didn't even hear it until I went downstairs. Perfect stay. Thank you! We'll definitely come back if/when we're in Seattle."
14056701,1205666,6/10/2014,5654056,"Sean and Karla were wonderful hosts, we enjoyed our stay and look forward to coming back to Seattle and (hopefully!) staying again! The house is beautiful, and a perfect location to see all of Seattle. Very close to downtown yet far enough away to get some quiet time. Our hosts were extremely helpful and we couldn't have asked for a better place to spend our weekend. Their son is adorable and I recommend this to anyone staying in Seattle who is looking for a quiet, beautiful, homey location near all the sights of Seattle. Rooms are large, fluffy clean towels and amenities; perfect in every way!"
14401712,1205666,6/18/2014,15643316,"We absolutely loved our stay with Sean and Karla. Their home was lovely, clean, and comfortable, and in a wonderful location across the street from a wooded park and the waterfront. They love West Seattle, and have wonderful insights into the history of the area, great restaurants, views, etc. They were truly superb hosts--- kind, welcoming, thoughtful. We enjoyed them and our stay immensely!"
14528426,1205666,6/21/2014,11033019,
14680784,1205666,6/24/2014,1377504,"Sean and Karla hosted some of our wedding guests in their 3 rooms. Steven and Judy were very pleased with their stay in bedroom #1. Their room (and the living areas downstairs) were very clean, comfortable and attractively furnished. Karla and Sean were very friendly and welcoming.  The location was great, a few steps from one of Seattle's best parks and close to frequent buses and the Fauntleroy ferry terminal. "
14766312,1205666,6/25/2014,10354464,Sean and Karla are very nice people. Very enjoyed the stay at their wonderful (clean and nice) home. They are very kind person and the interaction is awesome. 
14808237,1205666,6/26/2014,9455871,"Sean and Karla were wonderful hosts and I had a great time , even though it was brief as I had just a quick one night stay. The house is amazing and brand spanking new. Easily better than a hotel and for sure much cleaner! If I had time to cook, I would have made breakfast for everyone because their kitchen is gorgeous! 

As for location, the house is close to downtown Seattle and reachable by bus or car. An additional bonus is that Alki Beach is just a short hop away, so if you are visiting Seattle during the summer time, this location is one of the best. 

Overall 20 out of 10 with large rooms, Downy soft / clean towels, an amazingly soft bed that you don't want to leave and fantastic amenities; perfect in every way!"
15048659,1205666,7/1/2014,2070059,"If you are looking for home, away from home, THIS is you home in Seattle :) Our vacation wouldn't have been the same if we stayed at a different place. 

Sean and his family are incredibly helpful and friendly. Their place is huuuge! And the location is great. You can take a walk at Lincoln Park, which is right across the street, or drive down to Alki Beach. (Thank you for the recommendation ;) ). Downtown Seattle is only 10 minutes away. If you are not willing to pay a fortune for parking, just take the bus. (again, thank you:) ). Bus stop is only 100 yards away from home.

This place is THE place to stay in Seattle. It's huge and clean and conveniently located. Not to mention how nice Sean and his family are. I cannot stress this enough!! "
15149438,1205666,7/3/2014,13872722,"Loved our visit! Sean and his family were wonderful hosts - they were super flexible with our late check-in (late flight), had a beautiful and spotlessly clean home, and were so hospitable with breakfast. It was such an easy check-in and check-out too. Wish we could have stayed longer!"
15457910,1205666,7/9/2014,16441620,"Staying with Sean, Karla, and Seamus was such a treat. The house was beautiful and our room was perfect. Everything was clean and our hosts were personable and nice. Seamus was a polite delight and even showed us spin moves off the stairs. We travelled with our 6 month old boy and we were asked if we had a bed for him and they even set up a diaper pail for us in our room. I loved staying here and would highly recommend staying with Sean and family to anyone. They definitely made our first airbnb experience a perfect one. "
15890623,1205666,7/17/2014,6091896,"Warm and engaging, Karla, Sean, and Seamus always make me feel very welcome to their lovely and spacious home. I've stayed with them on several occasions, before and after travels from Seattle, and my visits have always been totally delightful. Thank you! "
15958123,1205666,7/19/2014,14899077,"Beautiful home, comfy bed. Windows were opened for a slight breeze but it wasn't cool enough for us to sleep."
16029426,1205666,7/20/2014,17450857,"The most delightful house, better than we could possibly have imagined.  Great area too.  Lots of trees.  I loved it.  Sean was really flexible, which was really helpful & relaxing for us. the room was like a 5 star hotel with clear instructions about everything including internet access.  I really appreciated that.  The location was  perfect for us & made our last day in USA special.  Good parking & access to Airport & town for us in car."
16067901,1205666,7/21/2014,7427990,Sean and his family were wonderful to stay with! They have a beautiful home and were very kind and welcoming. We enjoyed the area of town their place is located in. The room was very comfortable and clean. What a great find?
16332967,1205666,7/25/2014,15590317,"I was in Seattle for a job interview and felt incredibly supported by Sean. The house was beautiful, it felt cleaner than a hotel, and the bed was incredibly comfortable. Thanks again! "
16362932,1205666,7/26/2014,17559297,"Sean is a great host!  He is very accommodating and kind.  His place is in a quiet, nice neighborhood, and is easy to find.  His home is very nice and I felt comfortable and safe.  The room I stayed in has a window AC as an option, which was utilized.  The bed has the softest sheets.  The bathroom is right next door to the bedroom.  Sean gave us recommendations of things to do in Seattle as well.  I would definitely return to Sean's place whenever we're in Seattle again."
16446517,1205666,7/27/2014,18091505,"Easy going, clean, and great location! "
16574962,1205666,7/29/2014,17839451,"Sean was a terrific, accommodating host who gave my husband and I great information about Seattle.  His house was beautiful.  Our bedroom was very pretty, great bed and decor. The bathroom was immaculate and also great decor.  We had no idea that his home was located practically directly across the street from the beautiful Lincoln Park and beach.  His house was right near a bus stop so that was incredibly convenient.  I would totally recommend anyone to stay with Sean and his family while visiting Seattle!!"
16629254,1205666,7/30/2014,15271387,Sean was very accommodating to our late check-in and made us feel very welcomed even though we were only staying at their house for one night. The house is really beautiful and comfortable. 
16729494,1205666,8/1/2014,237941,"We had a great stay in West Seattle. Sean and Karla are wonderful hosts very welcoming and available to attend to their guests needs. They have a lovely and spotless home. Coffee and yougurt are available in the morning to get your day started. West Seattle is a somewhat undiscovered but very cool neighborhood. Lots of great restaurants, bars and shops - and a beach. We definitely will plan to stay with Sean and Karla during our next Seattle stay.

John"
16974756,1205666,8/5/2014,14362449,
17130400,1205666,8/7/2014,19252855,"We arrived after 10pm, and the house was in a quiet neighborhood in West Seattle. Since we hiked in Mt. Rainier in the morning and toured Seattle in the afternoon, we were dragging our feet in exhaustion. Sean welcomed us at the door, showed us the amenities and let us rest. Everything was spotless clean, well-organized and available, and we woke up well-rested! I struggled in the morning to brew coffee until I realized the instructions were posted right on the cabinet (duh!). Thanks Sean and family for being wonderful hosts..."
17168854,1205666,8/8/2014,2442646,"We loved staying at this beautiful, spacious home in West Seattle, which we reached from the Olympic Peninsula by taking the Southworth-Fauntleroy ferry. Once we drove off the ferry, it was only a few minutes to the house, perhaps half a mile, if that. Everything exceeded our expectations. Carla greeted us warmly, and all the amenities were attractive, spotless, and of high quality. We had a delightful chat with another couple that was also staying there, and we all enjoyed quite a substantial breakfast (yoghurt, eggs, coffee, tea, cereals, even a loaf of zucchini bread which Carla had baked for us -- delicious!). Thank you, Carla and Sean, for sharing your beautiful home with us. We hope to return! "
17510739,1205666,8/13/2014,3005284,The house is very nice. Karla helped me a lot when I was staying here. Since the house is near a park. So it is nice place. Karla allowed me to use the washing machine before I leaving Seattle. So I think I will recommend this nice house to my friend if they are going to visit Seattle. Score: A
17590558,1205666,8/14/2014,18862953,We had a great stay with Sean and his lovely family!  Communication was spot on and the room was very clean and tastefully decorated.   They clearly have a knack for hosting.... as this listing provided good value with a great  location.  It's just off the park with access to public transportation to downtown and other Seattle communities.  Would stay again for sure.  Thanks Sean!
17829619,1205666,8/18/2014,6661928,It was an excellent stay at Sean's family house. The room was super comfortable. I felt so sorry that we arrived at Sean's place so late on the first day and probably had Sean waited for us before he went to bed. Sean was very understanding and did a great job as a host. 
17986749,1205666,8/19/2014,17349413,Great host! Responsive and helpful. Their house was nice and very clean. The bedroom that I stayed in was cozy and the bed super comfortable.
18191263,1205666,8/23/2014,13388432,"The home is absolutely gorgeous. It's convenient location wise, also has this beautiful beach and forest close by. The hosts ware really nice to talk too as well, we had a wonderful stay. "
18273209,1205666,8/24/2014,19263619,"Sean was an excellent host and offered anything from his fridge for breakfast. Unfortunately we were not able to take him up on his sweet offer, as we left early in the morning to catch a plane. The bedroom was large, with a wonderfully comfy bed, chocolates and water bottles. We couldn't ask for anything more. The bathroom as well was spotless. We would definitely recommend staying at his home!"
18462174,1205666,8/26/2014,2819329,"What a great place to sleep! We really appreciated the clean, quiet room. It was right off of I-5 which was helpful. Sean is a great host too."
18499432,1205666,8/27/2014,10874136,"I was visiting Seattle for a short 1-overnight with a friend of mine. Before our visit, Sean was easy to get in touch with and flexible regarding our arrival plans. When we arrived, he was very friendly and immediately made us feel welcome. He was available to answer questions, but also gave us our space. He even let us use the washer/dryer which was an added benefit! The neighborhood was cozy, and being a 10min walk from the water was awesome. Be sure to check out sunset at the nearby Lincoln Park! By bus, the house was 30min from downtown and about 50min from the airport. I will definitely stay here again if I'm able to make another visit to Seattle!"
18580576,1205666,8/28/2014,1583871,I am not sure there is a better place to stay only just away from the fray of downtown Seattle.  Karla and Sean are best case hosts. The only problem was that it reminded me that I need to work on my house ;-)
18663978,1205666,8/30/2014,18520536,"The Lawsons were great and the house and room were beautiful.  Very quiet neighborhood, lovely atmosphere.  Thank you so much for a wonderful BNB experience!"
18799459,1205666,9/1/2014,17212420,"What a great spot! The accommodation was superb, and everyone was incredibly responsive to any question I had. I even found honey sesame snaps in the room when I arrived! Lincoln Park is a wonderful place to explore, and downtown is just a 20 min bus ride away. Highly recommend!"
19029162,1205666,9/5/2014,18052049,A great experience! The house is soooo clear and beautiful! Thank you Sean!
19171526,1205666,9/7/2014,20802328,"Everything was exactly as I expected.  A nice home and family with convenient access to Vashon Island ferry, Sea-Tac, and downtown Seattle.  Great coffee, too."
19324713,1205666,9/10/2014,19476229,Sean and Karla are a nice couple and very responsive. Their house is Beautiful(very nice and clean).  Great neighbourhood. We had a wouderful time. Thank you!!
19380803,1205666,9/11/2014,3263848,"Sean and his wife were wonderful hosts. The communication was easy, the house is beautiful, the room comfortable - overall a wonderful experience. "
19475353,1205666,9/13/2014,18033144,
19581913,1205666,9/14/2014,10477058,"It was absolutely wonderful staying in the house of Sean, Karla and Seamus. They were so hospitable. They were so understanding when we came in a little later than our expected check in time. The stay was extremely comfortable and their house was so clean and beautiful. Would definitely recommend their place to stay. "
19877419,1205666,9/20/2014,1775149,"Sean is such a great host. And the location of the house is very convenient to explore the city of Seattle. Sean's place is very clean and quiet.
Thank you very  much Sean!"
19996223,1205666,9/21/2014,8705607,"This was our first-ever experience as AirBNB guests; & my husband & I both are convinced, after staying with Sean, Karla, & Seamus, it's all gotta be downhill from here. "
20148720,1205666,9/24/2014,19451700,"Before our arrival, Sean had sent a text message informing he is available should we need anything and that he was looking forward to meeting us. I was impressed with the proactive communication to start. 

As we drove through the neighborhood, we felt very safe. Once we arrived, we felt even safer. The home is beautiful and located in a very nice area.

Upon our arrival, we noticed the front door was open. I called Sean and within seconds he walked out to greet us. 

Upon entering the home, I was even further impressed with the cleanliness. We were given a tour of the home and a key for re-entry.

Our room was setup like a hotel room, only better. The bed was made very neatly, water bottles along with chocolates were on the table, and fresh folded towels laid at the foot of the bed. The bathroom was just as clean. 

Across the street is Lincoln Park--a beautiful park which opens up to the Puget Sound. A plus if you're wanting to enjoy yourself outdoors. 

The bed we slept on was EXTREMELY comfortable and clean. The sheets were very soft and it had us not wanting to get out of bed. Oh, and the sheets and towels smelled wonderful. We truly felt pampered. 

Location wise, I don't feel you could get any better. The home is 15 minutes from everything. So, if you're wanting a good ""HQ"" to venture out into the city, this is ideal. 

Each morning we had breakfast and coffee awaiting us. We had toast and yogurt. Nothing too extensive, but it's just perfect to get you started. You will also have full access to the kitchen and really every part of the home. We felt as if we lived there. 

The hosts were very social and their son is the smartest 4.5 year old we've ever met. They were both extremely knowledgable about Seattle, too. They had so many recommendations for us as we ventured out into the city. Much better than any concierge service at a hotel. 

I would HIGHLY recommend that if you're looking to stay in Seattle, book with them. 5 stars all around. 

Sean, Karla, and Seamus, thank you all for opening up your home and making us feel comfortable during our stay. You all are great people. Should we move to Seattle, we'll definitely keep in touch. Cheers. "
20206863,1205666,9/25/2014,6494821,"First of all, huge thanks to Sean and Karla for accommodating me at very short notice. A very comfortable room, clear information, no fuss. And their place couldn't have been in a better area - right next to beautiful Lincoln Park, where I (from England but more recently dry California) was reacquainted with the lovely smell of wet woods before carrying on with my journey."
20236853,1205666,9/26/2014,2157114,"We had a wonderful stay. Sean was so patient and kind when our already late flight was delayed. Have stayed at many AirBNB places and this one was a great experience. From the soft sheets to the water bottles and chocolates to the breakfast provided and great recommendations from Sean, everything was perfect. Beautiful house located next to Lincoln Park and close to an amazing bakery on California Ave...great location in West Seattle. You will likely see us again if we are in the area! Thanks again Sean!!:)"
20321857,1205666,9/27/2014,15110028,"Me and Cindy had a wonderful night in Sean's Place. Sean is a very nice host, and his family are also very friendly, especially his four- year old son, we love him so much!!! Everything was just like what it posted:) We checked in to the place pretty late, and Sean was still there waiting for us. Highly recommend!!!  "
20367378,1205666,9/28/2014,21031223,"we really enjoyed our staying with Seans family.  the room is exactly look like they showed in the picture. They even prepare water and chocolates as a small welcome. Location is nice, their friendly hospitality makes us feel very comfortable. Strongly recommend."
20665719,1205666,10/3/2014,7473518,"I like Sean's place, which is quiet, clean and well maintained. My daughter also enjoyed her time playing with Sean's son. Definitely a good place to stay in great Seattle area."
