location_no,listing_id,street,city,state,zipcode,latitude,longitude,is_location_exact
312,9797545,"Thackeray Place Northeast,",Seattle,WA,98105,47.66128295,-122.326836,t
313,9241055,"North 45th Street, ",Seattle,WA,98103,47.66107313,-122.3334981,t
314,9294832,"East Green Lake Way North, ",Seattle,WA,98103,47.66980224,-122.3385395,t
315,8643209,"2nd Avenue Northeast,",Seattle,WA,98105,47.65589665,-122.3265346,t
316,7258811,"Corliss Avenue North, ",Seattle,WA,98103,47.65085838,-122.3313378,t
317,10265391,"Burke Avenue North, ",Seattle,WA,98103,47.66150339,-122.334257,f
318,132120,"Kenwood Pl N, ",Seattle,WA,98103,47.66922781,-122.3351737,t
319,6343866,"North 48th Street, ",Seattle,WA,98103,47.66414745,-122.3342495,t
320,3066740,"N Northlake Way, ",Seattle,WA,98103,47.64857217,-122.3407591,f
321,4130112,"4th Avenue Northeast,",Seattle,WA,98105,47.65707098,-122.3238801,t
322,4026757,"North 52nd Street, ",Seattle,WA,98103,47.66735094,-122.3399228,t
323,9545281,"Whitman Avenue North, ",Seattle,WA,98103,47.66243176,-122.3467924,t
324,3294804,"Bagley Avenue North, ",Seattle,WA,98103,47.65089092,-122.3335344,t
325,4122325,"5th Avenue Northeast, ",Seattle,WA,98115,47.67206215,-122.3249283,t
326,8308353,"Ashworth Avenue North, ",Seattle,WA,98103,47.65215976,-122.3394301,t
327,7226013,"Woodland Park Avenue North, ",Seattle,WA,98103,47.6622894,-122.3460901,t
328,5761290,"Woodlawn Avenue North, ",Seattle,WA,98103,47.66668939,-122.3392712,t
329,182716,"N 51st St, ",Seattle,WA,98103,47.6666711,-122.3326017,t
330,3050140,"North 53rd Street, ",Seattle,WA,98103,47.67065922,-122.3359619,t
331,3254956,"Eastern Avenue North, ",Seattle,WA,98103,47.6543064,-122.3302262,t
332,1264287,"4th Avenue Northeast,",Seattle,WA,98105,47.65940041,-122.3245071,t
333,3404557,"Corliss Avenue North, ",Seattle,WA,98103,47.6497082,-122.3310153,t
334,3939683,"Corliss Avenue North, ",Seattle,WA,98103,47.65093383,-122.3313258,t
335,3424242,"Corliss Avenue North, ",Seattle,WA,98103,47.65097251,-122.3308842,t
336,7985714,"Corliss Avenue North, ",Seattle,WA,98103,47.65002387,-122.3328031,t
337,4279876,"Sunnyside Avenue North, ",Seattle,WA,98103,47.6618228,-122.3293007,t
338,3870253,"Whitman Avenue North, ",Seattle,WA,98103,47.66140494,-122.3454722,t
339,2187563,"1st Avenue Northeast,",Seattle,WA,98105,47.65736192,-122.3276249,t
340,3889299,"Corliss Avenue North, ",Seattle,WA,98103,47.64985412,-122.3306848,t
341,3889330,"Corliss Avenue North, ",Seattle,WA,98103,47.65129392,-122.3310318,t
342,1184846,"Meridian Avenue North, ",Seattle,WA,98103,47.64983061,-122.3343314,t
343,3626162,"Sunnyside Avenue North, ",Seattle,WA,98103,47.65945121,-122.3291367,t
344,456040,"N 55th St, ",Seattle,WA,98103,47.66947906,-122.3294415,t
345,9033154,"Bagley Avenue North, ",Seattle,WA,98103,47.66097944,-122.333483,t
346,4340838,"Northeast 55th Street,",Seattle,WA,98105,47.66846777,-122.3266958,t
347,808811,"Green Lake Way N, ",Seattle,WA,98103,47.66521357,-122.336753,t
348,7368030,"North 45th Street, ",Seattle,WA,98103,47.66116478,-122.3368463,t
349,522287,"Woodland Park Ave N, ",Seattle,WA,98103,47.65098656,-122.3417048,t
350,1940787,"North 40th Street, ",Seattle,WA,98103,47.65512858,-122.3352882,t
351,3732103,"Corliss Avenue North, ",Seattle,WA,98103,47.65021119,-122.3320348,t
352,43373,"Corliss Ave N, ",Seattle,WA,98103,47.65055156,-122.3305887,t
353,5126365,"Latona Avenue Northeast,",Seattle,WA,98105,47.66286984,-122.3248901,t
354,7182584,"North 51st Street, ",Seattle,WA,98103,47.66659624,-122.3379123,t
355,5325214,"Green Lake Way North, ",Seattle,WA,98103,47.66330129,-122.3434587,t
356,2710274,"Bagley Avenue North, ",Seattle,WA,98103,47.65809327,-122.3317165,t
357,5128160,"2nd Avenue Northeast,",Seattle,WA,98105,47.65767236,-122.3258483,t
358,3424114,"Corliss Avenue North, ",Seattle,WA,98103,47.65020661,-122.3311043,t
359,2776890,"Bagley Avenue North, ",Seattle,WA,98103,47.64952916,-122.3321774,t
360,4521755,"North 38th Street, ",Seattle,WA,98103,47.65372,-122.3383883,t
361,3456599,"Bagley Avenue North, ",Seattle,WA,98103,47.65059636,-122.3340379,t
362,8207848,"Stone Way North, ",Seattle,WA,98103,47.65787896,-122.3417997,t
363,10249527,"Northeast 45th Street,",Seattle,WA,98105,47.66189383,-122.3237494,t
364,1252740,"North 45th Street, ",Seattle,WA,98103,47.66266784,-122.3450441,t
365,4250938,"NE 55th Street and 5th Ave NE,",Seattle,WA,98105,47.66990224,-122.3240487,f
366,3791920,"North 50th Street, ",Seattle,WA,98103,47.66400538,-122.3283366,t
367,4258762,"Corliss Avenue North, ",Seattle,WA,98103,47.6593428,-122.3319395,t
368,7364146,"Aurora Avenue North, ",Seattle,WA,98103,47.66263063,-122.3461182,t
369,6765045,"Wallingford Avenue North, ",Seattle,WA,98103,47.65510297,-122.3360436,t
370,3193738,"North Northlake Way, ",Seattle,WA,98103,47.6473451,-122.3334862,t
371,8765219,"Thackeray Place Northeast,",Seattle,WA,98105,47.66214454,-122.3240169,t
372,8174285,,Seattle,WA,98103,47.65321009,-122.3399708,f
373,3403638,"Corliss Avenue North, ",Seattle,WA,98103,47.65094245,-122.3325889,t
374,7601333,"Sunnyside Avenue North, ",Seattle,WA,98103,47.65355382,-122.3289685,t
375,6707735,"North 46th Street, ",Seattle,WA,98103,47.66436893,-122.3306356,t
376,7322718,"Northeast 58th Street,",Seattle,WA,98105,47.67025275,-122.3288856,t
377,3783162,"North 42nd Street, ",Seattle,WA,98103,47.66031845,-122.3319052,t
378,6606,"Densmore Ave N, ",Seattle,WA,98103,47.65410861,-122.3376053,t
379,3889280,"Corliss Avenue North, ",Seattle,WA,98103,47.6499608,-122.3327015,t
380,3971137,"Burke Avenue North, ",Seattle,WA,98103,47.65769988,-122.3341513,t
381,3889050,"Corliss Avenue North, ",Seattle,WA,98103,47.65158166,-122.3307967,t
382,799882,"N 57th St, ",Seattle,WA,98103,47.6708457,-122.3374666,t
383,9508386,"North 55th Street, ",Seattle,WA,98103,47.66809219,-122.3367733,t
384,6714817,"North 50th Street, ",Seattle,WA,98103,47.66432019,-122.3291753,t
385,3773700,"2nd Avenue Northeast,",Seattle,WA,98105,47.66291652,-122.3267233,t
386,3773568,"1st Avenue Northeast,",Seattle,WA,98105,47.67081358,-122.3274855,t
387,9313974,"North 40th Street, ",Seattle,WA,98103,47.65491445,-122.3380752,t
388,6492880,"Northeast 59th Street,",Seattle,WA,98105,47.6716421,-122.3252768,t
389,4879013,"Northeast 56th Street,",Seattle,WA,98105,47.66982241,-122.3269604,t
390,3732094,"Corliss Avenue North, ",Seattle,WA,98103,47.65084966,-122.3329107,t
391,873073,"Bagley Avenue North, ",Seattle,WA,98103,47.65543135,-122.3334223,t
392,234898,"1st Ave NE,",Seattle,WA,98105,47.66230982,-122.3268488,t
393,8533375,"Thackeray Place Northeast,",Seattle,WA,98105,47.66332376,-122.3257564,t
394,6854019,"Green Lake Way North, ",Seattle,WA,98103,47.6658025,-122.3387674,t
395,8418650,", ",Seattle,WA,98103,47.65254159,-122.3387686,t
396,3732076,"Corliss Avenue North, ",Seattle,WA,98103,47.64989806,-122.3312562,t
397,4608592,"4th Avenue NE,",Seattle,WA,98105,47.65899259,-122.3246634,t
398,4862719,"North 55th Street, ",Seattle,WA,98103,47.66800609,-122.329389,t
399,668169,"Wallingford Ave N, ",Seattle,WA,98103,47.66642488,-122.3349052,t
400,429453,"Woodlawn Ave N, ",Seattle,WA,98103,47.6516632,-122.339685,t
401,10124808,"North 38th Street, ",Seattle,WA,98103,47.65349108,-122.3409534,t
402,7459684,"2nd Avenue Northeast,",Seattle,WA,98105,47.65708273,-122.3265511,t
403,5992645,"North 57th Street, ",Seattle,WA,98103,47.67096385,-122.3288633,t
404,7917718,"Latona Avenue Northeast,",Seattle,WA,98105,47.66191806,-122.3249912,t
405,2986056,"Corliss Avenue North, ",Seattle,WA,98103,47.65099402,-122.332345,t
406,2011193,"North 40th Street, ",Seattle,WA,98103,47.65612702,-122.3353029,t
407,3768626,"Kensington Place North, ",Seattle,WA,98103,47.66752608,-122.3289111,t
408,2026794,"Bagley Avenue North, ",Seattle,WA,98103,47.65929724,-122.333096,t
409,9154294,"Eastern Avenue North, ",Seattle,WA,98103,47.65257626,-122.328736,t
410,430610,"Carr Pl N, ",Seattle,WA,98103,47.65410157,-122.3385109,t
411,3231850,"Northeast 60th Street, ",Seattle,WA,98115,47.67048822,-122.3226001,t
412,2976798,"Latona Ave. N.E.,",Seattle,WA,98105,47.65668734,-122.3265699,t
413,703058,"North 37th Street, ",Seattle,WA,98103,47.65243416,-122.3378533,t
414,7826541,"Wallingford Avenue North, ",Seattle,WA,98103,47.64826946,-122.3370324,t
415,240920,"Wallingford Ave N, ",Seattle,WA,98103,47.668176,-122.3373708,t
416,6655233,"Latona Ave NE,",Seattle,WA,98105,47.6702672,-122.3253725,f
417,9866461,"Northeast 45th Street,",Seattle,WA,98105,47.66190551,-122.3239717,t
418,7957729,"4th Avenue Northeast,",Seattle,WA,98105,47.66222166,-122.3235871,t
419,1428687,"Canfield Place North, ",Seattle,WA,98103,47.66632647,-122.3337413,t
420,4803403,"Whitman Avenue North, ",Seattle,WA,98103,47.66198074,-122.3460958,t
421,11012,"Densmore Ave N, ",Seattle,WA,98103,47.65447679,-122.3364643,t
422,3888924,"Corliss Avenue North, ",Seattle,WA,98103,47.65127573,-122.3327965,t
423,8842808,"North 49th Street, ",Seattle,WA,98103,47.66422711,-122.3390493,t
424,1114695,"North 46th Street, ",Seattle,WA,98103,47.66121706,-122.3394242,t
425,1715582,"North 43rd Street, ",Seattle,WA,98103,47.6624767,-122.3326592,t
426,6704734,"1st Avenue Northeast,",Seattle,WA,98105,47.66369278,-122.3283657,t
427,8555098,"Northeast 53rd Street,",Seattle,WA,98105,47.66767781,-122.3284138,t
428,1214316,"Woodland Park Avenue North, ",Seattle,WA,98103,47.66358479,-122.340728,t
429,7325455,"Thackeray Place Northeast,",Seattle,WA,98105,47.65736664,-122.326742,f
430,6325685,"North 50th Street, ",Seattle,WA,98103,47.66440368,-122.3381274,t
431,9596,"Densmore Ave N, ",Seattle,WA,98103,47.65478743,-122.3365199,t
432,9568491,"Stone Way North, ",Seattle,WA,98103,47.65014725,-122.3417705,f
433,1747184,"Sunnyside Avenue North, ",Seattle,WA,98103,47.64923604,-122.3321802,t
434,8653843,"Northeast 60th Street,",Seattle,WA,98115,47.67169513,-122.3248793,f
435,6727729,"North 35th Street, ",Seattle,WA,98103,47.64784967,-122.3360788,t
436,3888986,"Corliss Avenue North, ",Seattle,WA,98103,47.65105573,-122.3309857,t
437,4135710,"North Northlake Way, ",Seattle,WA,98103,47.64811529,-122.3316654,t
438,3652434,"N 39th street & Eastern street, ",Seattle,WA,98103,47.65437002,-122.3278962,f
439,7667990,"Stone Way North, ",Seattle,WA,98103,47.65754176,-122.3415325,t
440,4047058,"North 52nd Street, ",Seattle,WA,98103,47.66858111,-122.3368802,t
441,7163934,"North Allen Place, ",Seattle,WA,98103,47.66029589,-122.3402608,t
442,7717478,"Latona Avenue Northeast,",Seattle,WA,98105,47.66993429,-122.3266899,t
443,4653552,"Woodlawn Avenue North, ",Seattle,WA,98103,47.67146344,-122.3341332,t
444,6915439,"Latona Avenue Northeast,",Seattle,WA,98105,47.65837647,-122.3267655,t
445,506542,"4th Ave NE,",Seattle,WA,98105,47.6585389,-122.325818,t
446,4046863,"North 52nd Street, ",Seattle,WA,98103,47.66536801,-122.3399943,t
447,3915826,"Stone Way North, ",Seattle,WA,98103,47.65938706,-122.3418815,t
448,4787415,"13th Avenue West,",Seattle,WA,98119,47.64181148,-122.3740712,t
449,1602488,"2nd Avenue North, Seattle, ",Seattle,WA,98109,47.64675745,-122.3527991,t
450,8459215,"1st Avenue West,",Seattle,WA,98119,47.64169151,-122.359255,t
451,10274175,"Dravus St, Seattle, ",Seattle,WA,98109,47.64977536,-122.3579828,f
452,9167786,"Gilman Drive West,",Seattle,WA,98119,47.64235821,-122.3740468,t
453,5686435,"5th Avenue West,",Seattle,WA,98119,47.64262214,-122.3643547,t
454,7939058,"4th Avenue West,",Seattle,WA,98119,47.64689454,-122.3614399,t
455,8392801,"West Nickerson Street,",Seattle,WA,98119,47.65186066,-122.3649937,f
456,7404370,"Warren Avenue North, Seattle, ",Seattle,WA,98109,47.64763894,-122.3552943,t
457,3720511,"West Etruria Street, Seattle, ",Seattle,WA,98109,47.64758832,-122.3588954,t
458,8193332,"Etruria St, Seattle, ",Seattle,WA,98109,47.64665844,-122.3568149,f
459,7957904,"West Nickerson Street,",Seattle,WA,98119,47.65247214,-122.3690778,t
460,4555997,"11th Avenue West,",Seattle,WA,98119,47.65349156,-122.3697413,t
461,2267088,"4th Avenue West,",Seattle,WA,98119,47.64530245,-122.3609061,t
462,108468,"11th Ave W,",Seattle,WA,98119,47.64528801,-122.3726424,t
463,6400379,"4th Avenue West,",Seattle,WA,98119,47.64353088,-122.3608339,t
464,5948003,"Gilman Drive West,",Seattle,WA,98119,47.64145151,-122.3741879,t
465,5058086,"13th Avenue West,",Seattle,WA,98119,47.64491325,-122.3734628,t
466,1209255,"2nd Avenue West,",Seattle,WA,98119,47.6409471,-122.3573748,t
467,1914051,"7th Avenue West,",Seattle,WA,98119,47.64141466,-122.365496,t
468,2923529,"Florentia Street, Seattle, ",Seattle,WA,98109,47.64652744,-122.3543343,t
469,1027860,"11th Avenue West,",Seattle,WA,98119,47.65079525,-122.3723846,t
470,2373176,"7th Avenue West,",Seattle,WA,98119,47.6399253,-122.3674313,t
471,6404427,"12th Avenue West,",Seattle,WA,98119,47.64238208,-122.3720728,t
472,8517602,"Queen Anne Avenue North, Seattle, ",Seattle,WA,98109,47.64265654,-122.3581082,t
473,7035240,"8th Avenue West,",Seattle,WA,98119,47.64096458,-122.3682862,t
474,4583161,"14th Avenue West,",Seattle,WA,98119,47.64519299,-122.3758195,t
475,7967844,"West Armour Street,",Seattle,WA,98119,47.64410466,-122.3706796,t
476,6562393,"West Armour Street,",Seattle,WA,98119,47.64362433,-122.3674237,t
477,7807087,"W Emerson St,",Seattle,WA,98119,47.65433968,-122.3708774,f
478,5405643,"9th Avenue West,",Seattle,WA,98119,47.65017304,-122.3676004,t
479,7011200,"14th Ave W,",Seattle,WA,98119,47.65058977,-122.3712286,f
480,610989,"14th Avenue West, Seattle, WA, United States",Seattle,WA,,47.64939343,-122.3755835,t
481,7839535,"4th Avenue West,",Seattle,WA,98119,47.64341119,-122.3627156,t
482,4814894,"13th Avenue West,",Seattle,WA,98119,47.643435,-122.3730079,t
483,186328,"Warren Avenue North, Seattle, ",Seattle,WA,98109,47.64413086,-122.3562992,t
484,7492877,"3rd Avenue North, Seattle, ",Seattle,WA,98109,47.64598072,-122.3512444,t
485,6576228,"9th Avenue West,",Seattle,WA,98119,47.6527602,-122.3687842,t
486,241016,"Gilman Dr W,",Seattle,WA,98119,47.64328624,-122.3758186,t
487,6968101,"Queen Anne Avenue North, Seattle, ",Seattle,WA,98109,47.64152919,-122.3567093,t
488,5648564,"West Etruria Street,",Seattle,WA,98119,47.6472569,-122.3593189,t
489,4116645,"Dravus Street, Seattle, ",Seattle,WA,98109,47.64721551,-122.3566966,t
490,2419879,"2nd Avenue North, Seattle, ",Seattle,WA,98109,47.646883,-122.354231,t
491,6425735,"West Etruria Street,",Seattle,WA,98119,47.64719277,-122.3589062,t
492,8105351,"Mayfair Avenue North, Seattle, ",Seattle,WA,98109,47.64478716,-122.3513144,t
493,9136499,"14th Avenue West,",Seattle,WA,98119,47.64535059,-122.3751942,t
494,3639023,"Prosch Avenue West,",Seattle,WA,98119,47.64480022,-122.3739315,t
495,6724599,"7th Avenue West,",Seattle,WA,98119,47.64018626,-122.3663757,t
496,4211629,"11th Avenue West,",Seattle,WA,98119,47.64936686,-122.3722474,t
497,7151924,"West Raye Street,",Seattle,WA,98119,47.64314986,-122.3589524,t
498,704764,"11th Ave W,",Seattle,WA,98119,47.64215181,-122.3695928,t
499,1796217,"Florentia Street, Seattle, ",Seattle,WA,98109,47.64783678,-122.3561688,t
500,4661812,"Gilman Drive West,",Seattle,WA,98119,47.64402085,-122.3755716,t
501,8811945,"10th Avenue West,",Seattle,WA,98119,47.64266228,-122.371084,t
502,1090307,"Northeast 65th Street, ",Seattle,WA,98115,47.67701505,-122.3308477,t
503,15108,"Burke Ave N, ",Seattle,WA,98103,47.68826555,-122.3358555,t
504,1882316,"North 80th Street, ",Seattle,WA,98103,47.68614501,-122.332185,t
505,1095207,"North 76th Street, ",Seattle,WA,98103,47.68532672,-122.3423891,t
506,1343805,"5th Avenue Northeast, ",Seattle,WA,98115,47.67330354,-122.322513,t
507,9217150,"East Green Lake Way North, ",Seattle,WA,98115,47.67803024,-122.326485,t
508,103920,"NE 77th St, ",Seattle,WA,98115,47.68415691,-122.3259722,t
509,2215336,"Woodlawn Avenue North, ",Seattle,WA,98103,47.67373141,-122.3345713,t
510,1483944,"Caroline Avenue North, ",Seattle,WA,98103,47.6897677,-122.3346466,t
511,6466129,"East Green Lake Way North, ",Seattle,WA,98103,47.67467647,-122.3334962,t
512,8536441,"North 61st Street, ",Seattle,WA,98103,47.67335778,-122.3273253,t
513,6262987,"Latona Avenue Northeast, ",Seattle,WA,98115,47.67491184,-122.3252381,t
514,8379081,,Seattle,WA,98115,47.67431015,-122.3226601,t
515,8365938,"NE Ravenna Blvd, ",Seattle,WA,98115,47.67708444,-122.3235236,f
516,9921445,"North 63rd Street, ",Seattle,WA,98103,47.67452613,-122.333473,t
517,132160,"Winona Ave N, ",Seattle,WA,98103,47.68226061,-122.34345,t
518,2033191,"East Green Lake Way North, ",Seattle,WA,98103,47.67556915,-122.332773,t
519,8849407,"4th Avenue Northeast, ",Seattle,WA,98115,47.67650239,-122.3255528,t
520,9922335,"North 63rd Street, ",Seattle,WA,98103,47.67535854,-122.3333845,t
521,7243974,"6th Avenue Northeast, ",Seattle,WA,98115,47.67605812,-122.3232793,t
522,6490453,"Chapin Place North, ",Seattle,WA,98103,47.67633824,-122.3295859,t
523,4025593,"Weedin Place Northeast, ",Seattle,WA,98115,47.6780561,-122.3222456,t
524,8556103,"North 80th Street, ",Seattle,WA,98103,47.68770668,-122.3357777,t
525,955506,"Stone Avenue North, ",Seattle,WA,98103,47.69044857,-122.3421874,t
526,9868607,"4th Avenue Northeast, ",Seattle,WA,98115,47.67552251,-122.3242977,t
527,8668073,"5th Avenue Northeast, ",Seattle,WA,98115,47.67232267,-122.3219423,t
528,790860,"Northeast 77th Street, ",Seattle,WA,98115,47.68532979,-122.3248518,t
529,261912,"Winona Ave N, ",Seattle,WA,98103,47.68378067,-122.3420128,t
530,368403,"Bagley Ave N, ",Seattle,WA,98103,47.68354474,-122.3309111,t
531,9878971,"North 64th Street, ",Seattle,WA,98103,47.67468991,-122.3324155,t
532,5602370,"2nd Avenue Northeast, ",Seattle,WA,98115,47.6858705,-122.327567,t
533,9395217,"Northeast 70th Street, ",Seattle,WA,98115,47.68009638,-122.3234211,t
534,7331079,"Northeast 62nd Street, ",Seattle,WA,98115,47.67314449,-122.3259531,t
535,580182,"Sunnyside Avenue North, ",Seattle,WA,98103,47.67659659,-122.3307759,t
536,8152191,"Latona Avenue Northeast, ",Seattle,WA,98115,47.67644022,-122.3274933,t
537,103908,"NE 77th St, ",Seattle,WA,98115,47.68427308,-122.3266159,t
538,783061,"N 57th St, ",Seattle,WA,98103,47.6703066,-122.3390952,t
539,7901725,"North 65th Street, ",Seattle,WA,98103,47.67571999,-122.3321768,t
540,4968752,"Northeast 64th Street, ",Seattle,WA,98115,47.67853736,-122.3250134,t
541,14386,"Burke Ave N, ",Seattle,WA,98103,47.68724568,-122.3346957,t
542,7517215,"E Green Lake Way N, ",Seattle,WA,98103,47.67345534,-122.3372121,f
543,1602421,"Burke Avenue North, ",Seattle,WA,98103,47.68713059,-122.3345137,t
544,3821822,"North 81st Street, ",Seattle,WA,98103,47.68833693,-122.3439074,t
545,6073437,"North 65th Street, ",Seattle,WA,98103,47.6761145,-122.3324381,t
546,7917700,"East Green Lake Way N, ",Seattle,WA,98103,47.67132207,-122.3368268,f
547,6278181,"Latona Avenue Northeast, ",Seattle,WA,98115,47.67478054,-122.3246218,t
548,4279578,"Woodlawn Avenue Northeast, ",Seattle,WA,98115,47.68190776,-122.3278534,t
549,9907337,"Kirkwood Place North, ",Seattle,WA,98103,47.67513918,-122.3332839,t
550,1796861,"Latona Avenue Northeast, ",Seattle,WA,98115,47.67572403,-122.3246928,t
551,4211836,"5th Ave NE, ",Seattle,WA,98115,47.68110584,-122.3239465,f
552,4025954,"Sunnyside Avenue North, ",Seattle,WA,98103,47.67673937,-122.3301907,t
553,6154478,"Densmore Ave N, ",Seattle,WA,98103,47.68653224,-122.3377733,f
554,84030,"Winona Ave N, ",Seattle,WA,98103,47.68472182,-122.3388215,t
555,4235559,"Meridian Avenue North, ",Seattle,WA,98103,47.68890691,-122.3340131,t
556,830948,"Galer St, Seattle, ",Seattle,WA,98109,47.63347386,-122.3434448,t
557,3468261,"Dexter Avenue North, Seattle, ",Seattle,WA,98109,47.62794326,-122.3412705,t
558,10026648,"Dexter Avenue North, Seattle, ",Seattle,WA,98109,47.62866402,-122.3427092,t
559,9117633,"Aurora Avenue North, Seattle, ",Seattle,WA,98109,47.63201049,-122.3427368,t
560,9158383,"Dexter Avenue North, Seattle, ",Seattle,WA,98109,47.63296627,-122.3413052,t
561,1145590,"Galer Street, Seattle, ",Seattle,WA,98109,47.63340284,-122.3426307,t
562,5020848,"Westlake Avenue North, Seattle, ",Seattle,WA,98109,47.63119424,-122.3413036,t
563,9600159,"Crockett Street, Seattle, ",Seattle,WA,98109,47.63619004,-122.3425886,t
564,3522409,"Westlake Avenue North, Seattle, ",Seattle,WA,98109,47.63615549,-122.3404212,t
565,9492873,"Garfield Street, Seattle, ",Seattle,WA,98109,47.63262639,-122.3418006,t
566,5534463,"Westlake Avenue North, Seattle, ",Seattle,WA,98109,47.63167352,-122.3405082,t
567,9409233,"Westlake Avenue North, Seattle, ",Seattle,WA,98109,47.63730097,-122.3401569,t
568,9531265,"Westlake Avenue, ",Seattle,WA,98101,47.62937474,-122.3397464,t
569,5364609,"Ward Street, Seattle, ",Seattle,WA,98109,47.62715965,-122.3432228,t
570,6629132,"Aurora Ave N, Seattle, ",Seattle,WA,98109,47.63058331,-122.3434493,t
571,5489676,"Ward Street, Seattle, ",Seattle,WA,98109,47.62820157,-122.343516,t
572,9347157,"Dexter Avenue North, Seattle, ",Seattle,WA,98109,47.63435769,-122.3409903,t
573,10035644,"East Denny Way, ",Seattle,WA,98122,47.62001637,-122.2998046,f
574,8293287,"24th Avenue, ",Seattle,WA,98122,47.61331951,-122.3005669,t
575,910784,"East Olive Street, ",Seattle,WA,98122,47.61375392,-122.3004575,t
576,7071222,"East Thomas Street,",Seattle,WA,98112,47.62191137,-122.2975011,t
577,8687716,"East Union Street, ",Seattle,WA,98122,47.61303672,-122.2994532,t
578,7430679,"27th Avenue, ",Seattle,WA,98122,47.61825285,-122.2984679,t
579,180939,"26th Ave, ",Seattle,WA,98122,47.61305967,-122.297385,t
580,6884604,"25th Avenue, ",Seattle,WA,98122,47.60312697,-122.3006707,t
581,7397476,"East Thomas Street,",Seattle,WA,98112,47.62091627,-122.2979149,t
582,1063855,"26th Avenue, ",Seattle,WA,98122,47.61219763,-122.2977715,t
583,8865006,"24th Avenue, ",Seattle,WA,98122,47.61858617,-122.3015051,t
584,8069192,"27th Avenue, ",Seattle,WA,98122,47.61608361,-122.2981707,t
585,2800448,"A 23rd Avenue, ",Seattle,WA,98122,47.60327025,-122.3021606,t
586,9076287,"24th Avenue, ",Seattle,WA,98122,47.617632,-122.3005565,t
587,7462439,"24th Avenue, ",Seattle,WA,98122,47.61780091,-122.3000238,t
588,8225635,"26th Avenue East,",Seattle,WA,98112,47.62039309,-122.2995755,t
589,2966415,"26th Avenue, ",Seattle,WA,98122,47.61982203,-122.2979645,t
590,4639465,"East Howell Street, ",Seattle,WA,98122,47.61894868,-122.2983498,t
591,7402190,"East Marion Street, ",Seattle,WA,98122,47.61110455,-122.2991321,t
592,9448719,"East Union Street, ",Seattle,WA,98122,47.61401049,-122.2966074,t
593,5670781,"27th Avenue, ",Seattle,WA,98122,47.60957776,-122.2988641,t
594,1905473,"27th Avenue, ",Seattle,WA,98122,47.60526922,-122.2987883,t
595,7266662,"26th Avenue, ",Seattle,WA,98122,47.60423775,-122.2994468,t
596,9095510,"24th Avenue, ",Seattle,WA,98122,47.61818758,-122.3019211,t
597,7401854,"East Marion Street, ",Seattle,WA,98122,47.60888015,-122.2987123,t
598,5174876,"24th Avenue, ",Seattle,WA,98122,47.61433214,-122.3013293,t
599,1256883,"24th Avenue, ",Seattle,WA,98122,47.61481815,-122.3003435,t
600,8072850,"22nd Avenue, ",Seattle,WA,98122,47.60921741,-122.3025701,t
601,6706377,"Martin Luther King Junior Way, ",Seattle,WA,98122,47.60846512,-122.2968542,t
602,9738522,"25th Avenue, ",Seattle,WA,98122,47.61215749,-122.3011966,t
603,2995996,"27th Avenue East,",Seattle,WA,98112,47.62013918,-122.2963572,t
604,6674408,"23rd Avenue, ",Seattle,WA,98122,47.61532061,-122.30176,t
605,6801095,"26th Avenue East,",Seattle,WA,98112,47.62022332,-122.2985775,t
606,143704,"E Spring St, ",Seattle,WA,98122,47.61231304,-122.2982522,t
607,9258305,"East Howell Street, ",Seattle,WA,98122,47.61871017,-122.2964238,t
608,3727017,"25th Avenue, ",Seattle,WA,98122,47.61518001,-122.3016135,t
609,789966,"E Pine St, ",Seattle,WA,98122,47.6128511,-122.2996815,t
610,6864319,"East Pike Street, ",Seattle,WA,98122,47.61323754,-122.2976686,t
611,1539463,"East Pine Street, ",Seattle,WA,98122,47.61398129,-122.2967398,t
612,9591787,"25th Avenue East,",Seattle,WA,98112,47.61893324,-122.2998512,t
613,10279830,"East Spring Street, ",Seattle,WA,98122,47.61118873,-122.3007846,t
614,1956553,"Martin Luther King Jr. Way, ",Seattle,WA,98122,47.61662263,-122.298606,t
615,7396508,"East Thomas Street,",Seattle,WA,98112,47.62088255,-122.2977449,t
616,6272065,"24th Avenue, ",Seattle,WA,98122,47.61297673,-122.3014731,t
617,7072218,"25th Avenue, ",Seattle,WA,98122,47.61379617,-122.3007285,t
618,7075948,"27th Avenue, ",Seattle,WA,98122,47.61942863,-122.2982765,t
619,7543458,"East Spring Street, ",Seattle,WA,98122,47.61119778,-122.3010867,t
620,3769336,"27th Avenue East,",Seattle,WA,98112,47.6182221,-122.2985362,t
621,8666707,"East Marion Street, ",Seattle,WA,98122,47.61049873,-122.2972573,t
622,7205443,"23rd Avenue, ",Seattle,WA,98122,47.6101556,-122.3024077,t
623,193371,"27th Ave E,",Seattle,WA,98112,47.62233688,-122.2974357,t
624,9957555,"26th Avenue, ",Seattle,WA,98122,47.60952299,-122.2986581,t
625,6795678,"Martin Luther King Junior Way, ",Seattle,WA,98122,47.60810282,-122.2970611,t
626,9300972,"25th Ave E,",Seattle,WA,98112,47.61847456,-122.2986787,f
627,8047522,"27th Ave E, ",Seattle,WA,98122,47.61710244,-122.2965592,t
628,9457328,"25th Avenue, ",Seattle,WA,98122,47.6104028,-122.3003326,f
629,6576006,"25th Avenue East,",Seattle,WA,98112,47.61916109,-122.2986551,t
630,7971334,"24th Avenue, ",Seattle,WA,98122,47.6172088,-122.3017538,t
